             Time[s]        Azimuth[deg]         Power[Watt]      Axial_Force[N]
             35.3957            344.8896      0.73443888E+06      0.45005104E+06
             35.4696            348.6158      0.73444182E+06      0.45005102E+06
             35.5435            352.3421      0.73444585E+06      0.45005129E+06
             35.6174            356.0684      0.73445047E+06      0.45005153E+06
             35.6913            359.7947      0.73445576E+06      0.45005175E+06
             35.7652              3.5210      0.73446139E+06      0.45005194E+06
             35.8391              7.2473      0.73446727E+06      0.45005209E+06
             35.9130             10.9735      0.73447319E+06      0.45005219E+06
             35.9869             14.6998      0.73447930E+06      0.45005225E+06
             36.0608             18.4261      0.73451657E+06      0.45005225E+06
             36.1347             22.1524      0.73452072E+06      0.45005221E+06
             36.2086             25.8787      0.73452454E+06      0.45005211E+06
             36.2825             29.6050      0.73452777E+06      0.45005207E+06
             36.3564             33.3312      0.73454526E+06      0.45005174E+06
             36.4303             37.0575      0.73454371E+06      0.45005148E+06
             36.5042             40.7838      0.73454308E+06      0.45005115E+06
             36.5781             44.5101      0.73454915E+06      0.45005098E+06
             36.6520             48.2364      0.73453867E+06      0.45005085E+06
             36.7259             51.9627      0.73455309E+06      0.45005062E+06
             36.7998             55.6889      0.73455605E+06      0.45005042E+06
             36.8736             59.4152      0.73449840E+06      0.45007919E+06
             36.9475             63.1415      0.73441998E+06      0.45007903E+06
             37.0214             66.8678      0.73450562E+06      0.45007891E+06
             37.0953             70.5941      0.73450195E+06      0.45007880E+06
             37.1692             74.3204      0.73449580E+06      0.45007864E+06
             37.2431             78.0466      0.73450257E+06      0.45007843E+06
             37.3170             81.7729      0.73450407E+06      0.45007822E+06
             37.3909             85.4992      0.73450758E+06      0.45007801E+06
             37.4648             89.2255      0.73451940E+06      0.45007774E+06
             37.5387             92.9518      0.73445931E+06      0.45005112E+06
             37.6126             96.6781      0.73445864E+06      0.45005106E+06
             37.6865            100.4043      0.73442520E+06      0.45005104E+06
             37.7604            104.1306      0.73443837E+06      0.45005105E+06
             37.8343            107.8569      0.73444115E+06      0.45005101E+06
             37.9082            111.5832      0.73444496E+06      0.45005123E+06
             37.9821            115.3095      0.73444946E+06      0.45005148E+06
             38.0560            119.0358      0.73445462E+06      0.45005171E+06
             38.1299            122.7620      0.73446023E+06      0.45005191E+06
             38.2038            126.4883      0.73446606E+06      0.45005206E+06
             38.2777            130.2146      0.73447195E+06      0.45005217E+06
             38.3515            133.9409      0.73447803E+06      0.45005224E+06
             38.4254            137.6672      0.73451578E+06      0.45005225E+06
             38.4993            141.3935      0.73451971E+06      0.45005222E+06
             38.5732            145.1197      0.73452395E+06      0.45005213E+06
             38.6471            148.8460      0.73452591E+06      0.45005195E+06
             38.7210            152.5723      0.73454255E+06      0.45005180E+06
             38.7949            156.2986      0.73454754E+06      0.45005151E+06
             38.8688            160.0249      0.73454296E+06      0.45005122E+06
             38.9427            163.7511      0.73454986E+06      0.45005101E+06
             39.0166            167.4774      0.73453987E+06      0.45005089E+06
             39.0905            171.2037      0.73453562E+06      0.45005068E+06
             39.1644            174.9300      0.73455532E+06      0.45005045E+06
             39.2383            178.6563      0.73450757E+06      0.45007912E+06
             39.3122            182.3826      0.73441949E+06      0.45007904E+06
             39.3861            186.1088      0.73450531E+06      0.45007893E+06
             39.4600            189.8351      0.73449149E+06      0.45007882E+06
             39.5339            193.5614      0.73449531E+06      0.45007868E+06
             39.6078            197.2877      0.73450235E+06      0.45007846E+06
             39.6817            201.0140      0.73450328E+06      0.45007826E+06
             39.7556            204.7403      0.73450280E+06      0.45007810E+06
             39.8295            208.4665      0.73451354E+06      0.45007776E+06
             39.9033            212.1928      0.73450073E+06      0.45007751E+06
             39.9772            215.9191      0.73445901E+06      0.45005106E+06
             40.0511            219.6454      0.73442578E+06      0.45005105E+06
             40.1250            223.3717      0.73443789E+06      0.45005105E+06
             40.1989            227.0980      0.73444051E+06      0.45005102E+06
             40.2728            230.8242      0.73444410E+06      0.45005118E+06
             40.3467            234.5505      0.73444846E+06      0.45005143E+06
             40.4206            238.2768      0.73445351E+06      0.45005166E+06
             40.4945            242.0031      0.73445901E+06      0.45005186E+06
             40.5684            245.7294      0.73446482E+06      0.45005203E+06
             40.6423            249.4557      0.73447074E+06      0.45005215E+06
             40.7162            253.1819      0.73447678E+06      0.45005223E+06
             40.7901            256.9082      0.73451512E+06      0.45005225E+06
             40.8640            260.6345      0.73451873E+06      0.45005223E+06
             40.9379            264.3608      0.73452337E+06      0.45005215E+06
             41.0118            268.0871      0.73452595E+06      0.45005203E+06
             41.0857            271.8134      0.73454186E+06      0.45005186E+06
             41.1596            275.5396      0.73453698E+06      0.45005171E+06
             41.2335            279.2659      0.73454280E+06      0.45005130E+06
             41.3074            282.9922      0.73455064E+06      0.45005104E+06
             41.3812            286.7185      0.73454088E+06      0.45005092E+06
             41.4551            290.4448      0.73453606E+06      0.45005073E+06
             41.5290            294.1711      0.73455466E+06      0.45005047E+06
             41.6029            297.8973      0.73455863E+06      0.45005033E+06
             41.6768            301.6236      0.73441909E+06      0.45007905E+06
             41.7507            305.3499      0.73450509E+06      0.45007896E+06
             41.8246            309.0762      0.73449044E+06      0.45007885E+06
             41.8985            312.8025      0.73450472E+06      0.45007870E+06
             41.9724            316.5288      0.73450211E+06      0.45007849E+06
             42.0463            320.2550      0.73450306E+06      0.45007831E+06
             42.1202            323.9813      0.73451437E+06      0.45007798E+06
             42.1941            327.7076      0.73451290E+06      0.45007779E+06
             42.2680            331.4339      0.73450007E+06      0.45007751E+06
             42.3419            335.1602      0.73445901E+06      0.45005107E+06
             42.4158            338.8865      0.73445809E+06      0.45005104E+06
             42.4897            342.6127      0.73443731E+06      0.45005105E+06
             42.5636            346.3390      0.73443991E+06      0.45005102E+06
             42.6375            350.0653      0.73444327E+06      0.45005112E+06
             42.7114            353.7916      0.73444750E+06      0.45005138E+06
             42.7853            357.5179      0.73445243E+06      0.45005161E+06
             42.8591              1.2441      0.73445792E+06      0.45005182E+06
             42.9330              4.9704      0.73446360E+06      0.45005199E+06
             43.0069              8.6967      0.73446953E+06      0.45005213E+06
             43.0808             12.4230      0.73447553E+06      0.45005221E+06
             43.1547             16.1493      0.73451467E+06      0.45005224E+06
             43.2286             19.8756      0.73451820E+06      0.45005223E+06
             43.3025             23.6018      0.73452257E+06      0.45005216E+06
             43.3764             27.3281      0.73452549E+06      0.45005205E+06
             43.4503             31.0544      0.73454511E+06      0.45005190E+06
             43.5242             34.7807      0.73454122E+06      0.45005171E+06
             43.5981             38.5070      0.73454286E+06      0.45005137E+06
             43.6720             42.2333      0.73455143E+06      0.45005106E+06
             43.7459             45.9595      0.73454196E+06      0.45005095E+06
             43.8198             49.6858      0.73453682E+06      0.45005077E+06
             43.8937             53.4121      0.73455403E+06      0.45005051E+06
             43.9676             57.1384      0.73455760E+06      0.45005036E+06
             44.0415             60.8647      0.73441851E+06      0.45007906E+06
             44.1154             64.5910      0.73450495E+06      0.45007898E+06
             44.1893             68.3172      0.73448968E+06      0.45007887E+06
             44.2632             72.0435      0.73450386E+06      0.45007873E+06
             44.3371             75.7698      0.73450198E+06      0.45007852E+06
             44.4109             79.4961      0.73450286E+06      0.45007835E+06
             44.4848             83.2224      0.73450989E+06      0.45007809E+06
             44.5587             86.9487      0.73451210E+06      0.45007785E+06
             44.6326             90.6749      0.73449987E+06      0.45007755E+06
             44.7065             94.4012      0.73445904E+06      0.45005107E+06
             44.7804             98.1275      0.73445831E+06      0.45005104E+06
             44.8543            101.8538      0.73443678E+06      0.45005106E+06
             44.9282            105.5801      0.73443933E+06      0.45005103E+06
             45.0021            109.3064      0.73444247E+06      0.45005106E+06
             45.0760            113.0326      0.73444663E+06      0.45005133E+06
             45.1499            116.7589      0.73445137E+06      0.45005157E+06
             45.2238            120.4852      0.73445674E+06      0.45005179E+06
             45.2977            124.2115      0.73446240E+06      0.45005196E+06
             45.3716            127.9378      0.73446832E+06      0.45005210E+06
             45.4455            131.6641      0.73447428E+06      0.45005220E+06
             45.5194            135.3903      0.73451398E+06      0.45005224E+06
             45.5933            139.1166      0.73451730E+06      0.45005224E+06
             45.6672            142.8429      0.73452161E+06      0.45005219E+06
             45.7411            146.5692      0.73452497E+06      0.45005208E+06
             45.8150            150.2955      0.73452717E+06      0.45005199E+06
             45.8888            154.0218      0.73454439E+06      0.45005171E+06
             45.9627            157.7480      0.73454318E+06      0.45005142E+06
             46.0366            161.4743      0.73454314E+06      0.45005109E+06
             46.1105            165.2006      0.73454858E+06      0.45005094E+06
             46.1844            168.9269      0.73453773E+06      0.45005081E+06
             46.2583            172.6532      0.73455355E+06      0.45005057E+06
             46.3322            176.3795      0.73455672E+06      0.45005039E+06
             46.4061            180.1057      0.73441761E+06      0.45007908E+06
             46.4800            183.8320      0.73442113E+06      0.45007900E+06
             46.5539            187.5583      0.73450608E+06      0.45007888E+06
             46.6278            191.2846      0.73450268E+06      0.45007876E+06
             46.7017            195.0109      0.73450191E+06      0.45007855E+06
             46.7756            198.7371      0.73450267E+06      0.45007839E+06
             46.8495            202.4634      0.73450493E+06      0.45007816E+06
             46.9234            206.1897      0.73451105E+06      0.45007791E+06
             46.9973            209.9160      0.73450011E+06      0.45007773E+06
             47.0712            213.6423      0.73445914E+06      0.45005108E+06
             47.1451            217.3686      0.73445835E+06      0.45005105E+06
             47.2190            221.0948      0.73443630E+06      0.45005106E+06
             47.2929            224.8211      0.73443879E+06      0.45005103E+06
             47.3667            228.5474      0.73444170E+06      0.45005101E+06
             47.4406            232.2737      0.73444572E+06      0.45005127E+06
             47.5145            236.0000      0.73445034E+06      0.45005152E+06
             47.5884            239.7263      0.73445561E+06      0.45005174E+06
             47.6623            243.4525      0.73446124E+06      0.45005193E+06
             47.7362            247.1788      0.73446712E+06      0.45005207E+06
             47.8101            250.9051      0.73447304E+06      0.45005218E+06
             47.8840            254.6314      0.73447914E+06      0.45005224E+06
             47.9579            258.3577      0.73451645E+06      0.45005224E+06
             48.0318            262.0840      0.73452059E+06      0.45005220E+06
             48.1057            265.8102      0.73452444E+06      0.45005210E+06
             48.1796            269.5365      0.73452784E+06      0.45005207E+06
             48.2535            273.2628      0.73454516E+06      0.45005174E+06
             48.3274            276.9891      0.73454374E+06      0.45005147E+06
             48.4013            280.7154      0.73454303E+06      0.45005114E+06
             48.4752            284.4417      0.73454916E+06      0.45005097E+06
             48.5491            288.1679      0.73453865E+06      0.45005085E+06
             48.6230            291.8942      0.73453611E+06      0.45005063E+06
             48.6969            295.6205      0.73455594E+06      0.45005041E+06
             48.7708            299.3468      0.73449835E+06      0.45007919E+06
             48.8447            303.0731      0.73441984E+06      0.45007902E+06
             48.9185            306.7994      0.73450555E+06      0.45007890E+06
             48.9924            310.5256      0.73450183E+06      0.45007879E+06
             49.0663            314.2519      0.73449571E+06      0.45007864E+06
             49.1402            317.9782      0.73450252E+06      0.45007842E+06
             49.2141            321.7045      0.73450395E+06      0.45007821E+06
             49.2880            325.4308      0.73450715E+06      0.45007800E+06
             49.3619            329.1571      0.73451881E+06      0.45007773E+06
             49.4358            332.8833      0.73445928E+06      0.45005111E+06
             49.5097            336.6096      0.73445863E+06      0.45005105E+06
             49.5836            340.3359      0.73442521E+06      0.45005103E+06
             49.6575            344.0622      0.73443828E+06      0.45005104E+06
             49.7314            347.7885      0.73444106E+06      0.45005100E+06
             49.8053            351.5148      0.73444484E+06      0.45005122E+06
             49.8792            355.2410      0.73444933E+06      0.45005147E+06
             49.9531            358.9673      0.73445448E+06      0.45005169E+06
             50.0270              2.6936      0.73446008E+06      0.45005189E+06
             50.1009              6.4199      0.73446590E+06      0.45005205E+06
             50.1748             10.1462      0.73447180E+06      0.45005216E+06
             50.2487             13.8725      0.73447788E+06      0.45005223E+06
             50.3226             17.5987      0.73451568E+06      0.45005224E+06
             50.3964             21.3250      0.73451959E+06      0.45005221E+06
             50.4703             25.0513      0.73452386E+06      0.45005212E+06
             50.5442             28.7776      0.73452583E+06      0.45005194E+06
             50.6181             32.5039      0.73454250E+06      0.45005180E+06
             50.6920             36.2301      0.73455054E+06      0.45005148E+06
             50.7659             39.9564      0.73454291E+06      0.45005122E+06
             50.8398             43.6827      0.73454990E+06      0.45005100E+06
             50.9137             47.4090      0.73453992E+06      0.45005088E+06
             50.9876             51.1353      0.73453558E+06      0.45005068E+06
             51.0615             54.8616      0.73455522E+06      0.45005044E+06
             51.1354             58.5878      0.73455909E+06      0.45005029E+06
             51.2093             62.3141      0.73441941E+06      0.45007904E+06
             51.2832             66.0404      0.73450525E+06      0.45007893E+06
             51.3571             69.7667      0.73449136E+06      0.45007882E+06
             51.4310             73.4930      0.73449523E+06      0.45007867E+06
             51.5049             77.2193      0.73450229E+06      0.45007846E+06
             51.5788             80.9455      0.73450323E+06      0.45007826E+06
             51.6527             84.6718      0.73450228E+06      0.45007810E+06
             51.7266             88.3981      0.73451293E+06      0.45007776E+06
             51.8005             92.1244      0.73450070E+06      0.45007750E+06
             51.8743             95.8507      0.73445897E+06      0.45005106E+06
             51.9482             99.5770      0.73442580E+06      0.45005104E+06
             52.0221            103.3032      0.73443780E+06      0.45005104E+06
             52.0960            107.0295      0.73444042E+06      0.45005101E+06
             52.1699            110.7558      0.73444399E+06      0.45005116E+06
             52.2438            114.4821      0.73444834E+06      0.45005142E+06
             52.3177            118.2084      0.73445337E+06      0.45005165E+06
             52.3916            121.9347      0.73445887E+06      0.45005185E+06
             52.4655            125.6609      0.73446468E+06      0.45005202E+06
             52.5394            129.3872      0.73447060E+06      0.45005214E+06
             52.6133            133.1135      0.73447663E+06      0.45005222E+06
             52.6872            136.8398      0.73451504E+06      0.45005224E+06
             52.7611            140.5661      0.73451861E+06      0.45005222E+06
             52.8350            144.2924      0.73452328E+06      0.45005214E+06
             52.9089            148.0186      0.73452594E+06      0.45005202E+06
             52.9828            151.7449      0.73454184E+06      0.45005185E+06
             53.0567            155.4712      0.73453738E+06      0.45005170E+06
             53.1306            159.1975      0.73454275E+06      0.45005129E+06
             53.2045            162.9238      0.73455068E+06      0.45005103E+06
             53.2784            166.6501      0.73454095E+06      0.45005092E+06
             53.3523            170.3763      0.73453608E+06      0.45005072E+06
             53.4261            174.1026      0.73455457E+06      0.45005047E+06
             53.5000            177.8289      0.73455851E+06      0.45005032E+06
             53.5739            181.5552      0.73441915E+06      0.45007904E+06
             53.6478            185.2815      0.73450504E+06      0.45007895E+06
             53.7217            189.0078      0.73449032E+06      0.45007884E+06
             53.7956            192.7340      0.73450462E+06      0.45007870E+06
             53.8695            196.4603      0.73450206E+06      0.45007849E+06
             53.9434            200.1866      0.73450301E+06      0.45007830E+06
             54.0173            203.9129      0.73451408E+06      0.45007799E+06
             54.0912            207.6392      0.73451277E+06      0.45007779E+06
             54.1651            211.3655      0.73450000E+06      0.45007750E+06
             54.2390            215.0917      0.73445898E+06      0.45005106E+06
             54.3129            218.8180      0.73445810E+06      0.45005103E+06
             54.3868            222.5443      0.73443723E+06      0.45005105E+06
             54.4607            226.2706      0.73443982E+06      0.45005101E+06
             54.5346            229.9969      0.73444317E+06      0.45005111E+06
             54.6085            233.7231      0.73444738E+06      0.45005137E+06
             54.6824            237.4494      0.73445230E+06      0.45005160E+06
             54.7563            241.1757      0.73445778E+06      0.45005181E+06
             54.8302            244.9020      0.73446346E+06      0.45005198E+06
             54.9040            248.6283      0.73446939E+06      0.45005212E+06
             54.9779            252.3546      0.73447538E+06      0.45005220E+06
             55.0518            256.0808      0.73451462E+06      0.45005224E+06
             55.1257            259.8071      0.73451809E+06      0.45005223E+06
             55.1996            263.5334      0.73452245E+06      0.45005216E+06
             55.2735            267.2597      0.73452541E+06      0.45005205E+06
             55.3474            270.9860      0.73454560E+06      0.45005190E+06
             55.4213            274.7123      0.73454152E+06      0.45005171E+06
             55.4952            278.4385      0.73454286E+06      0.45005136E+06
             55.5691            282.1648      0.73455144E+06      0.45005106E+06
             55.6430            285.8911      0.73454203E+06      0.45005095E+06
             55.7169            289.6174      0.73453687E+06      0.45005077E+06
             55.7908            293.3437      0.73455406E+06      0.45005051E+06
             55.8647            297.0700      0.73455747E+06      0.45005035E+06
             55.9386            300.7962      0.73441840E+06      0.45007906E+06
             56.0125            304.5225      0.73450491E+06      0.45007897E+06
             56.0864            308.2488      0.73448961E+06      0.45007887E+06
             56.1603            311.9751      0.73450375E+06      0.45007873E+06
             56.2342            315.7014      0.73450195E+06      0.45007852E+06
             56.3081            319.4277      0.73450281E+06      0.45007834E+06
             56.3819            323.1539      0.73450969E+06      0.45007809E+06
             56.4558            326.8802      0.73451202E+06      0.45007785E+06
             56.5297            330.6065      0.73450155E+06      0.45007772E+06
             56.6036            334.3328      0.73445902E+06      0.45005106E+06
             56.6775            338.0591      0.73445827E+06      0.45005104E+06
             56.7514            341.7854      0.73443671E+06      0.45005105E+06
             56.8253            345.5116      0.73443925E+06      0.45005102E+06
             56.8992            349.2379      0.73444238E+06      0.45005105E+06
             56.9731            352.9642      0.73444652E+06      0.45005132E+06
             57.0470            356.6905      0.73445125E+06      0.45005156E+06
             57.1209              0.4168      0.73445661E+06      0.45005178E+06
             57.1948              4.1431      0.73446227E+06      0.45005195E+06
             57.2687              7.8693      0.73446818E+06      0.45005209E+06
             57.3426             11.5956      0.73447414E+06      0.45005219E+06
             57.4165             15.3219      0.73451386E+06      0.45005223E+06
             57.4904             19.0482      0.73451720E+06      0.45005223E+06
             57.5643             22.7745      0.73452149E+06      0.45005218E+06
             57.6382             26.5008      0.73452490E+06      0.45005207E+06
             57.7121             30.2270      0.73452716E+06      0.45005199E+06
             57.7860             33.9533      0.73454459E+06      0.45005171E+06
             57.8599             37.6796      0.73454319E+06      0.45005142E+06
             57.9337             41.4059      0.73454311E+06      0.45005109E+06
             58.0076             45.1322      0.73454859E+06      0.45005093E+06
             58.0815             48.8585      0.73453779E+06      0.45005081E+06
             58.1554             52.5847      0.73455347E+06      0.45005056E+06
             58.2293             56.3110      0.73455663E+06      0.45005038E+06
             58.3032             60.0373      0.73441751E+06      0.45007907E+06
             58.3771             63.7636      0.73442098E+06      0.45007899E+06
             58.4510             67.4899      0.73450601E+06      0.45007887E+06
             58.5249             71.2161      0.73450258E+06      0.45007876E+06
             58.5988             74.9424      0.73450186E+06      0.45007855E+06
             58.6727             78.6687      0.73450264E+06      0.45007839E+06
             58.7466             82.3950      0.73450481E+06      0.45007816E+06
             58.8205             86.1213      0.73451072E+06      0.45007791E+06
             58.8944             89.8476      0.73449999E+06      0.45007772E+06
             58.9683             93.5738      0.73445913E+06      0.45005108E+06
             59.0422             97.3001      0.73445834E+06      0.45005105E+06
             59.1161            101.0264      0.73443624E+06      0.45005105E+06
             59.1900            104.7527      0.73443872E+06      0.45005103E+06
             59.2639            108.4790      0.73444161E+06      0.45005099E+06
             59.3378            112.2053      0.73444562E+06      0.45005126E+06
             59.4116            115.9315      0.73445022E+06      0.45005151E+06
             59.4855            119.6578      0.73445549E+06      0.45005173E+06
             59.5594            123.3841      0.73446111E+06      0.45005192E+06
             59.6333            127.1104      0.73446699E+06      0.45005207E+06
             59.7072            130.8367      0.73447290E+06      0.45005217E+06
             59.7811            134.5630      0.73447900E+06      0.45005223E+06
             59.8550            138.2892      0.73451636E+06      0.45005223E+06
             59.9289            142.0155      0.73452047E+06      0.45005219E+06
             60.0028            145.7418      0.73452437E+06      0.45005210E+06
             60.0767            149.4681      0.73452794E+06      0.45005207E+06
             60.1506            153.1944      0.73454508E+06      0.45005174E+06
             60.2245            156.9207      0.73454379E+06      0.45005147E+06
             60.2984            160.6469      0.73454300E+06      0.45005115E+06
             60.3723            164.3732      0.73454920E+06      0.45005097E+06
             60.4462            168.0995      0.73453864E+06      0.45005084E+06
             60.5201            171.8258      0.73453602E+06      0.45005063E+06
             60.5940            175.5521      0.73455585E+06      0.45005041E+06
             60.6679            179.2784      0.73449833E+06      0.45007918E+06
             60.7418            183.0046      0.73441973E+06      0.45007901E+06
             60.8157            186.7309      0.73450550E+06      0.45007890E+06
             60.8895            190.4572      0.73450174E+06      0.45007879E+06
             60.9634            194.1835      0.73449564E+06      0.45007864E+06
             61.0373            197.9098      0.73450249E+06      0.45007842E+06
             61.1112            201.6361      0.73450385E+06      0.45007821E+06
             61.1851            205.3623      0.73450673E+06      0.45007801E+06
             61.2590            209.0886      0.73451826E+06      0.45007773E+06
             61.3329            212.8149      0.73445927E+06      0.45005111E+06
             61.4068            216.5412      0.73445864E+06      0.45005105E+06
             61.4807            220.2675      0.73442524E+06      0.45005103E+06
             61.5546            223.9938      0.73443822E+06      0.45005103E+06
             61.6285            227.7200      0.73444098E+06      0.45005100E+06
             61.7024            231.4463      0.73444474E+06      0.45005121E+06
             61.7763            235.1726      0.73444922E+06      0.45005146E+06
             61.8502            238.8989      0.73445436E+06      0.45005168E+06
             61.9241            242.6252      0.73445995E+06      0.45005188E+06
             61.9980            246.3514      0.73446577E+06      0.45005204E+06
             62.0719            250.0777      0.73447167E+06      0.45005215E+06
             62.1458            253.8040      0.73447775E+06      0.45005222E+06
             62.2197            257.5303      0.73451559E+06      0.45005224E+06
             62.2936            261.2566      0.73451948E+06      0.45005221E+06
             62.3675            264.9829      0.73452379E+06      0.45005212E+06
             62.4413            268.7091      0.73452578E+06      0.45005194E+06
             62.5152            272.4354      0.73454259E+06      0.45005180E+06
             62.5891            276.1617      0.73455068E+06      0.45005148E+06
             62.6630            279.8880      0.73454288E+06      0.45005122E+06
             62.7369            283.6143      0.73454995E+06      0.45005100E+06
             62.8108            287.3406      0.73453999E+06      0.45005088E+06
             62.8847            291.0668      0.73453560E+06      0.45005068E+06
             62.9586            294.7931      0.73455514E+06      0.45005044E+06
             63.0325            298.5194      0.73455903E+06      0.45005029E+06
             63.1064            302.2457      0.73441935E+06      0.45007903E+06
             63.1803            305.9720      0.73450521E+06      0.45007892E+06
             63.2542            309.6983      0.73449124E+06      0.45007881E+06
             63.3281            313.4245      0.73449518E+06      0.45007867E+06
             63.4020            317.1508      0.73450225E+06      0.45007846E+06
             63.4759            320.8771      0.73450319E+06      0.45007826E+06
             63.5498            324.6034      0.73450178E+06      0.45007810E+06
             63.6237            328.3297      0.73451279E+06      0.45007776E+06
             63.6976            332.0560      0.73450060E+06      0.45007749E+06
             63.7715            335.7822      0.73445895E+06      0.45005105E+06
             63.8454            339.5085      0.73442584E+06      0.45005103E+06
             63.9192            343.2348      0.73443773E+06      0.45005104E+06
             63.9931            346.9611      0.73444035E+06      0.45005100E+06
             64.0670            350.6874      0.73444390E+06      0.45005116E+06
             64.1409            354.4137      0.73444824E+06      0.45005141E+06
             64.2148            358.1399      0.73445326E+06      0.45005164E+06
             64.2887              1.8662      0.73445874E+06      0.45005184E+06
             64.3626              5.5925      0.73446455E+06      0.45005201E+06
             64.4365              9.3188      0.73447047E+06      0.45005213E+06
             64.5104             13.0451      0.73447650E+06      0.45005221E+06
             64.5843             16.7714      0.73451497E+06      0.45005223E+06
             64.6582             20.4976      0.73451851E+06      0.45005222E+06
             64.7321             24.2239      0.73452322E+06      0.45005214E+06
             64.8060             27.9502      0.73452590E+06      0.45005202E+06
             64.8799             31.6765      0.73454183E+06      0.45005185E+06
             64.9538             35.4028      0.73453778E+06      0.45005170E+06
             65.0277             39.1291      0.73454271E+06      0.45005130E+06
             65.1016             42.8553      0.73455074E+06      0.45005103E+06
             65.1755             46.5816      0.73454103E+06      0.45005092E+06
             65.2494             50.3079      0.73453611E+06      0.45005072E+06
             65.3233             54.0342      0.73455449E+06      0.45005046E+06
             65.3971             57.7605      0.73455841E+06      0.45005032E+06
             65.4710             61.4868      0.73441911E+06      0.45007904E+06
             65.5449             65.2130      0.73450501E+06      0.45007895E+06
             65.6188             68.9393      0.73449022E+06      0.45007884E+06
             65.6927             72.6656      0.73450453E+06      0.45007870E+06
             65.7666             76.3919      0.73450203E+06      0.45007849E+06
             65.8405             80.1182      0.73450297E+06      0.45007830E+06
             65.9144             83.8444      0.73451382E+06      0.45007799E+06
             65.9883             87.5707      0.73451267E+06      0.45007779E+06
             66.0622             91.2970      0.73449995E+06      0.45007750E+06
             66.1361             95.0233      0.73445896E+06      0.45005106E+06
             66.2100             98.7496      0.73445812E+06      0.45005102E+06
             66.2839            102.4759      0.73443717E+06      0.45005104E+06
             66.3578            106.2021      0.73443975E+06      0.45005101E+06
             66.4317            109.9284      0.73444308E+06      0.45005110E+06
             66.5056            113.6547      0.73444728E+06      0.45005136E+06
             66.5795            117.3810      0.73445219E+06      0.45005159E+06
             66.6534            121.1073      0.73445766E+06      0.45005180E+06
             66.7273            124.8336      0.73446334E+06      0.45005198E+06
             66.8012            128.5598      0.73446927E+06      0.45005211E+06
             66.8751            132.2861      0.73447526E+06      0.45005220E+06
             66.9489            136.0124      0.73451458E+06      0.45005223E+06
             67.0228            139.7387      0.73451799E+06      0.45005222E+06
             67.0967            143.4650      0.73452234E+06      0.45005216E+06
             67.1706            147.1913      0.73452535E+06      0.45005205E+06
             67.2445            150.9175      0.73454607E+06      0.45005191E+06
             67.3184            154.6438      0.73454183E+06      0.45005170E+06
             67.3923            158.3701      0.73454287E+06      0.45005137E+06
             67.4662            162.0964      0.73455145E+06      0.45005106E+06
             67.5401            165.8227      0.73454211E+06      0.45005095E+06
             67.6140            169.5490      0.73453693E+06      0.45005077E+06
             67.6879            173.2752      0.73455399E+06      0.45005052E+06
             67.7618            177.0015      0.73455738E+06      0.45005035E+06
             67.8357            180.7278      0.73441830E+06      0.45007906E+06
             67.9096            184.4541      0.73450490E+06      0.45007897E+06
             67.9835            188.1804      0.73448956E+06      0.45007887E+06
             68.0574            191.9067      0.73450314E+06      0.45007873E+06
             68.1313            195.6329      0.73450194E+06      0.45007852E+06
             68.2052            199.3592      0.73450278E+06      0.45007835E+06
             68.2791            203.0855      0.73450609E+06      0.45007810E+06
             68.3530            206.8118      0.73451196E+06      0.45007785E+06
             68.4268            210.5381      0.73450136E+06      0.45007772E+06
             68.5007            214.2644      0.73445902E+06      0.45005106E+06
             68.5746            217.9906      0.73445824E+06      0.45005103E+06
             68.6485            221.7169      0.73443665E+06      0.45005105E+06
             68.7224            225.4432      0.73443919E+06      0.45005102E+06
             68.7963            229.1695      0.73444229E+06      0.45005104E+06
             68.8702            232.8958      0.73444642E+06      0.45005131E+06
             68.9441            236.6221      0.73445114E+06      0.45005155E+06
             69.0180            240.3483      0.73445651E+06      0.45005176E+06
             69.0919            244.0746      0.73446215E+06      0.45005195E+06
             69.1658            247.8009      0.73446806E+06      0.45005209E+06
             69.2397            251.5272      0.73447401E+06      0.45005218E+06
             69.3136            255.2535      0.73451374E+06      0.45005223E+06
             69.3875            258.9798      0.73451711E+06      0.45005223E+06
             69.4614            262.7060      0.73452138E+06      0.45005218E+06
             69.5353            266.4323      0.73452484E+06      0.45005207E+06
             69.6092            270.1586      0.73452716E+06      0.45005199E+06
             69.6831            273.8849      0.73454480E+06      0.45005171E+06
             69.7570            277.6112      0.73454323E+06      0.45005142E+06
             69.8309            281.3374      0.73454309E+06      0.45005109E+06
             69.9047            285.0637      0.73454862E+06      0.45005093E+06
             69.9786            288.7900      0.73453787E+06      0.45005081E+06
             70.0525            292.5163      0.73455341E+06      0.45005057E+06
             70.1264            296.2426      0.73455654E+06      0.45005038E+06
             70.2003            299.9689      0.73441741E+06      0.45007907E+06
             70.2742            303.6951      0.73442084E+06      0.45007899E+06
             70.3481            307.4214      0.73450594E+06      0.45007887E+06
             70.4220            311.1477      0.73450249E+06      0.45007876E+06
             70.4959            314.8740      0.73449620E+06      0.45007860E+06
             70.5698            318.6003      0.73450261E+06      0.45007839E+06
             70.6437            322.3266      0.73450470E+06      0.45007816E+06
             70.7176            326.0528      0.73451039E+06      0.45007792E+06
             70.7915            329.7791      0.73449989E+06      0.45007772E+06
             70.8654            333.5054      0.73445913E+06      0.45005108E+06
